wikidata_id,musicbrainz_id,name,parent_wikidata_id,parent_name,level,children_direct,descendants_total,display_rule,epoch_year,origin,bpm_min,bpm_max,parent_choice,wikidata_parents_raw,wikipedia_links
Q1658757,da52c9d1-73f2-456e-a0d0-94bd854cb338,illbient,Q9778,electronic music,1,0,0,ring,1994,United States,,,single,electronic music,12
Q1143744,bcdbf8df-f5b0-4f30-b01e-5d2ad5ac48e8,digital cumbia,Q9778,electronic music,1,0,0,ring,1997,,,,single,Latin electronic music | cumbia,1
Q1634085,694e1a00-cb09-4eb0-9064-402ef8a1059d,tecno brega,Q9778,electronic music,1,2,3,ring,2000,Brazil,,,single,brega | electronic music,10
Q97278139,719e578f-ebc9-4d47-bb40-14bd222900ed,brega funk,Q1634085,tecno brega,2,1,1,ring,2011,,,,single,Brazilian funk | tecno brega,4
Q97178866,38345d21-80bd-48a0-b0bf-b0fb35cdfe2a,batidão romântico,Q97278139,brega funk,3,0,0,ring,2018,,,,single,brega funk,3
Q117193818,ead3ec76-41fa-4d3e-bddd-0c6f833a769f,tecnofunk,Q1634085,tecno brega,2,0,0,ring,,,,,single,Brazilian funk | tecno brega,0
Q3876770,4f2977aa-6943-404a-b8ec-295639ff0adf,nightcore,Q9778,electronic music,1,0,0,ring,2002,Norway,,,single,electronic music,24
Q115063474,c1e6e9ef-0ca6-4bf0-a0ad-a45dcacf6c5f,digital fusion,Q9778,electronic music,1,0,0,ring,2005,,,,single,electronic music,0
Q19938910,19565d07-8460-4773-8d54-149208a61bb4,synthwave,Q9778,electronic music,1,4,4,ring,2005,United Kingdom,,,single,electronic music,31
Q60973191,c3632505-be72-487c-8430-f85bd6b3f7c9,darksynth,Q19938910,synthwave,2,0,0,ring,2010,,,,single,synthwave,3
Q110620412,4a615a8e-8360-4209-9e68-e3df1641bcff,chillsynth,Q19938910,synthwave,2,0,0,ring,2014,,,,auto,chillwave | synthwave,0
Q140005978,6fc0962d-52b9-4b38-ae43-26bd4b6af749,dreamwave,Q19938910,synthwave,2,0,0,ring,,,,,single,synthwave,0
Q30895273,fa50a85d-fb61-441c-84a4-599482e190b6,Sovietwave,Q19938910,synthwave,2,0,0,ring,,,,,single,synthwave,14
Q784310,6c1451bd-5d65-487d-8757-682a3592c702,electro hop,Q9778,electronic music,1,0,0,ring,2007,,,,single,electronic pop,9
Q1840167,34ec5538-a91a-454f-b500-18253bb45c20,witch house,Q9778,electronic music,1,0,0,ring,2007,,,,single,electronic music,19
Q2626684,18d52a87-bbbf-42f0-8338-189c8c314523,chillwave,Q9778,electronic music,1,0,0,ring,2008,United States,,,single,electronic music | popular music,22
Q108297235,52a8ce12-2dcf-4317-b8c8-c9d66895f630,epic collage,Q9778,electronic music,1,0,0,ring,2008,,,,single,electronic music | sound collage,0
Q3476798,5b544a79-4583-4f5a-a312-bade7eac7201,seapunk,Q9778,electronic music,1,0,0,ring,2011,,,,single,electronic music,10
Q116314630,38dd5ce2-96d8-4202-b477-75a857d78adb,rare phonk,Q9778,electronic music,1,0,0,ring,2012,,,,single,phonk | trap music,0
Q106369996,dc935785-4fbf-4e18-b733-77917cde0c49,wave,Q9778,electronic music,1,0,0,ring,2012,,,,single,electronic music,3
Q28055053,23190de4-9051-4512-b87e-bfbdf25c6985,Q-pop,Q9778,electronic music,1,0,0,ring,2015,Kazakhstan,,,single,electronic pop | music of Kazakhstan,15
Q112997482,5a401ed0-7024-40e5-981d-4aed335fe2f4,drift phonk,Q9778,electronic music,1,1,1,ring,2016,,,,single,electronic music | phonk,3
Q125455905,4519564f-98ae-4c33-af8d-e9968ea41ab3,Brazilian phonk,Q112997482,drift phonk,2,0,0,ring,,,,,single,drift phonk | funk mandelão,3
Q107697234,72fc5ddb-2c22-4f87-9511-fd16a7813f5c,HexD,Q9778,electronic music,1,0,0,ring,2016,,,,single,electronic music,1
Q124851801,c9c58bd8-bf69-428e-8c71-9e34d5916eda,acholitronix,Q9778,electronic music,1,0,0,ring,,,,,single,Acholi music | electronic music,0
Q106582942,75858cef-eb30-4787-b524-3e04a41698cc,cyberpunk music,Q9778,electronic music,1,0,0,ring,,,,,single,electronic music,0
Q105763581,3832a068-e169-40cb-9638-d0b04342f3a3,experimental electronic music,Q9778,electronic music,1,4,5,ring,,,,,single,electronic music | experimental music,0
Q1100989,18b010d7-7d85-4445-a4a8-1889a4688308,glitch,Q105763581,experimental electronic music,2,1,1,ring,1990,Europe · United States,,,single,experimental electronic music,22
Q3108920,aa3215ae-28e6-4993-908e-ed3807e1ce54,glitch hop,Q1100989,glitch,3,0,0,ring,1998,United States,,,auto,electronic dance music | glitch | hip-hop,8
Q3503814,299c1b38-5c7b-4dfc-ab3a-f541c936987a,microsound,Q105763581,experimental electronic music,2,0,0,ring,1992,,,,single,experimental electronic music,6
Q108297242,0e4eae85-208b-4480-8b45-92df4bf446d8,flashcore,Q105763581,experimental electronic music,2,0,0,ring,1998,,,,single,experimental electronic music,0
Q16002495,e0a9d0d1-b86f-4344-82a9-022a84627087,algorave,Q105763581,experimental electronic music,2,0,0,ring,2011,,,,single,experimental electronic music,6
Q5597175,f5ebef72-89dc-4c1e-a099-5917bf1abeb3,graphical sound,Q9778,electronic music,1,0,0,ring,,,,,single,electronic music | experimental music,4
Q104695865,a8a72860-0bf8-44fd-90a1-b947a8ac2c56,hyperpop,Q9778,electronic music,1,0,0,ring,,,,,single,electronic pop | experimental pop,25
Q65937906,32bea60c-e201-4241-8ed4-228636d34a97,leftfield electronic,Q9778,electronic music,1,0,0,ring,,,,,single,electronic music,0
Q129098689,047e0133-a88e-4d7b-b680-0ff27678aea6,maloya électronique,Q9778,electronic music,1,0,0,ring,,,,,single,electronic music | maloya,0
