wikidata_id,name,kind,start,country,image,sitelinks
Q7888496,Sacramentum,group,1990,Sweden,,5
Q2210985,Sacrilege,group,1984,United Kingdom,,3
Q104771504,Sada Baby,person,2013,United States,,4
Q658182,Sade,group,1982,United Kingdom,Sade Adu Band.jpg,31
Q1412964,Saetia,group,1997,United States,,12
Q83499,Safet Isović,person,1956,Socialist Federal Republic of Yugoslavia,,14
Q7399579,Saheed Osupa,person,1983,Nigeria,,9
Q7399791,Sai Htee Saing,person,1969,Myanmar,,3
Q111417113,Sailors,group,,,,0
Q266271,Sainkho Namtchylak,person,1990,Russia,Sainkho-Namtchylak-2004.jpg,17
Q1430158,Saint Etienne,group,1990,United Kingdom,Saintetienne1.jpg,20
Q514336,Saint Vitus,group,1979,United States,Saint Vitus in Memphis.jpg,17
Q7403497,Salakavala,group,,Finland,,1
Q3294502,Salawa Abeni,person,1975,Nigeria,,12
Q1743088,Salem,group,1985,Israel,,9
Q313318,Salif Keita,person,1984,Mali,Mali Salif Keita2 400.jpg,50
Q183260,Saltatio Mortis,group,2000,Germany,SaltatioMortis2013byAnnBuster (4).jpg,15
Q131560934,Salute,group,,,,0
Q1545232,Sam & Dave,group,1961,United States,Sam & Dave (2).png,21
Q295919,Sam Cooke,person,1950,United States,Sam Cooke 2.jpg,58
Q20972330,Sam Feldt,person,2014,Kingdom of the Netherlands,SamFeldt2020 2 srgb crop.jpg,21
Q736281,Sam Mangwana,person,1963,Democratic Republic of the Congo,,15
Q44841,Sam Rivers,person,1994,United States,13-06-07 RaR LB Sam Rivers 01.jpg,30
Q7756866,Sam the Sham & the Pharaohs,group,1961,United States,Sam the sham 1965.jpg,7
Q2164812,Samhain,group,1983,United States,Danzig Getaway Rock Festival 2011.jpg,10
Q558226,Sami Yusuf,person,2003,United Kingdom,Sami Yusuf 2011 (cropped2).jpg,42
Q965493,Samla Mammas Manna,group,1969,Sweden,,12
Q7409698,Sammy Adams,person,2009,United States,Sam Adams Crowd Surfing.jpg,11
Q2217509,Sammy Kaye,person,1910,United States,Sammy Kaye 1952.JPG,9
Q549233,Samuel Hui,person,1967,Republic of China,Sam Hui 20240331 (cropped).jpg,20
Q21621487,San Holo,person,2013,Kingdom of the Netherlands,San Holo (2018).jpg,13
Q252893,Sander van Doorn,person,2004,Kingdom of the Netherlands,SanderVanDoornOAF (2).JPG,26
Q2745548,Sandi Patty,person,1978,United States,Sandi Patty cropped.jpg,11
Q1529927,Sandy & Papo,group,1995,Dominican Republic,,3
Q3948333,Sandy Bull,person,1950,United States,"Sandy Bull, 1968.jpg",9
Q1833753,Santa Esmeralda,group,1977,France,Jimmy Goings with Santa Esmeralda.jpg,16
Q88296934,Saor,group,2012,Scotland,Saor Dark Troll 2023 02.jpg,5
Q664871,Saosin,group,2003,United States,Saosin5.png,18
Q9074523,Sara González Gómez,person,1970,Cuba,Sara González.jpg,8
Q151814,Sarah Brightman,person,1981,United Kingdom,Sarah Brightman (cropped).jpg,54
Q229513,Sarah Vaughan,person,1942,United States,Sarah Vaughan - William P. Gottlieb - No. 1.jpg,50
Q176546,Sarcófago,group,1985,Brazil,,19
Q466767,Sarit Hadad,person,1994,Israel,Sarit Hadad (cropped1).jpg,34
Q3473629,Sarke,group,2008,Norway,Sarke MDF 2014.jpg,8
Q7424230,Sarkodie,person,2005,Ghana,Sarkodie-1 (cropped).jpg,19
Q159233,SASH!,group,1995,Germany,2015333014000 2015-11-28 Sunshine Live - Die 90er Live on Stage - Sven - 1D X - 1358 - DV3P8783 mod.jpg,29
Q556024,Sasha,person,1989,United Kingdom,Sashaspooky (cropped).jpg,18
Q7425068,Sasha & John Digweed,group,1994,United Kingdom,SashaDiggers 001.jpg,1
Q96187424,Satoshi Ashikawa,person,1974,,,1
Q335352,Satyricon,group,1991,Norway,"Satyricon, Metaltown 2008.jpg",36
Q4354163,Savage,person,1997,New Zealand,Savage Deceptikonz 2007 (cropped).jpg,7
Q1165867,Save Ferris,group,1995,United States,,8
Q1753105,Saves the Day,group,1997,United States,"Saves the Day, Philadelphia, Electric Factory Nov 10, 2010 (5227723812).jpg",13
Q1707816,Savoy Brown,group,1965,United Kingdom,"Savoy Brown (featuring Kim Simmonds), South Street Seaport, Bloomberg Blues Jam series, 2002.jpg",13
Q504090,Saxon,group,1975,United Kingdom,Saxon.jpg,36
Q13022627,Sayan Sanya,person,1971,Thailand,,31
Q1065709,Sayuri Ishikawa,person,1973,Japan,Sayuri Ishikawa 20190530.jpg,11
Q1518508,SBTRKT,person,2009,United Kingdom,"SBTRKT live at Musica festival, Sydney.jpg",11
Q54887666,Scarlxrd,person,2014,United Kingdom,Scardlxrd - Cool Stage - Madrid (41605164110) (cropped).jpg,20
Q708220,Schandmaul,group,1998,Germany,20180816 Dinkelsbühl Summer Breeze Schandmaul 0052.jpg,18
Q1395950,Schoolly D,person,1984,United States,Schooly-d-house-of-blues-2012.jpg,15
Q898207,Scientist,person,1960,Jamaica,,8
Q464109,Scissor Sisters,group,2001,United States,Scissor Sisters 2025.jpg,35
Q156255,Scooter,group,1993,Germany,Scooter - 2018337213019 2018-12-03 Scooter - 25 Years Wild & Wicked - Sven - 1D X MK II - 0432 - B70I4846.jpg,40
Q124147,Scorpions,group,1965,Germany,ScorpionsLiveInKavarna2009.jpg,80
Q67311,Scot Project,person,1990,Germany,,8
Q2260725,Scotch,group,1982,Italy,,15
Q933673,Scott Brown,person,1992,United Kingdom,,13
Q3106145,Scott Herren,person,1997,United States,Prefuse73 by foto di matti.jpg,8
Q191499,Scott Joplin,person,1895,United States,Scott Joplin.jpg,64
Q488603,Scott Walker,person,1958,United Kingdom,Fenklup1968ScottWalker.jpg,31
Q951819,Scratch Acid,group,1982,United States,Scratch Acid Union Transfer 2011 01.jpg,12
Q1411035,Screaming Trees,group,1985,United States,Screaming Trees (1980s SST promo photo).jpg,24
Q570025,Screeching Weasel,group,1986,United States,Ben-weasel2.jpg,12
Q473784,Seabound,group,1995,Germany,Resistanz 2014- Sheffield- 20-Apr 2014 (13974613475).jpg,7
Q763765,Seals and Crofts,group,1969,United States,Seals and Crofts 1975.JPG,17
Q200577,Sean Paul,person,1994,Jamaica,Sean Paul 2024 (cropped).jpg,56
Q693671,Sean Tyas,person,1999,United States,Sean Tyas (3495991089).jpg,9
Q1467927,Sebadoh,group,1986,United States,Sebadoh-18.jpg,12
Q734098,Sebastian,person,2005,France,SebastiAn Low Club.JPG,17
Q3954017,Secondo Casadei,person,1924,Italy,Secondo Casadei.jpg,7
Q3954067,Secret Affair,group,1979,United Kingdom,,3
Q187576,Secret Garden,group,1995,Norway,Secret Garden1.jpg,42
Q65117623,SeeYouSpaceCowboy,group,2016,San Diego,,6
Q284007,Seiko Matsuda,person,1980,Japan,,27
Q284488,Seka Aleksić,person,2002,Bosnia and Herzegovina,Seka Aleksic 2012.jpg,23
Q455536,Selda Bağcan,person,1971,Turkey,Selda Bagcan (cropped).jpg,22
Q23543,Selena,person,1981,United States,Selena in 1988.jpg,124
Q10369763,Selma do Coco,person,1935,Brazil,Selma do Coco no 12º Encontro Pernambucano de Coco (5928971676).jpg,2
Q3525273,Semmangudi Srinivasa Iyer,person,1908,Dominion of India,Semmangudi Srinivasa Iyer.jpg,11
Q1474339,Senses Fail,group,2002,United States,Senses fail islington.jpg,19
Q7451036,Sensient,person,,Australia,,0
Q952468,Sentenced,group,1989,Finland,"Sentenced, Wacken Open Air 2005.jpg",28
Q488973,Seo Taiji and Boys,group,1992,South Korea,,21
Q2448688,Seosamh Ó hÉanaí,person,1919,Ireland,,6
Q7451749,Sepalcure,group,2011,United States,,2
Q2271794,Septeto Nacional,group,,Cuba,,4
Q239074,Sepultura,group,1984,Brazil,Sepultura - Wacken Open Air 2018-1237 (cropped).jpg,61
Q19629991,Serge Beynaud,person,1987,Ivory Coast,Serge Beynaud 02.jpg,7
Q1698,Serge Gainsbourg,person,1957,France,Serge Gainsbourg par Claude Truong-Ngoc 1981.jpg,70
Q117477492,Serge Lebrasse,person,1930,Mauritius,,0
Q49481,Sergei Prokofiev,person,1891,Soviet Union,Sergei Prokofiev circa 1918 over Chair Bain.jpg,95
Q131861,Sergei Rachmaninoff,person,1892,United States,"Sergei Rachmaninoff, pianist (SAYRE 1608) (restored).jpg",92
Q1054527,Sergio Bruni,person,1944,Italy,Sergio Bruni - Augusto De Luca photographer.jpg,11
Q2273190,Sergio Vargas,person,1982,Dominican Republic,Sergio Vargas2.jpg,7
Q193534,Sertab Erener,person,1992,Turkey,Sertab Erener - 15. Radyo Boğaziçi Ödülleri (cropped).jpg,59
Q2274674,Set Your Goals,group,2004,United States,Setyourgoals.jpg,12
Q953450,Seu Jorge,person,1998,Brazil,Seu Jorge.jpg,23
Q3111214,Seun Kuti,person,1983,Nigeria,Seun Kuti & Egypt 80 Rudolstadt (15).jpg,20
Q14949098,Seven Lions,person,2010,United States,Seven Lions Live in Toronto CAN 2015 (cropped).jpg,7
Q23786494,Seven Minutes of Nausea,group,,Germany,,2
Q82545,Sex Pistols,group,1975,United Kingdom,Sex Pistols in Paradiso.jpg,82
Q3479012,Sexteto Habanero,group,1920,,S. Habanero.jpg,5
Q298139,Sezen Aksu,person,1975,Turkey,Sezen Aksu (Minik Serçe) (cropped).jpg,53
Q2920703,Shaaban Abdel Rahim,person,1980,Egypt,,8
Q3346448,Shaan,person,1989,India,Shaan at Music Mania 2013.jpg,20
Q3481131,Shabazz Palaces,group,2009,United States,,3
Q711260,Shabba Ranks,person,1985,Jamaica,Shabba Ranks at Reggae Land Festival 2024.jpg,20
Q3943924,Shadmehr Aghili,person,1994,Iran,Shadmehr live in concert.JPG,16
Q1353720,Shadows Fall,group,1995,United States,2014-08-30 Turock Shadows Fall 23.jpg,21
Q310763,Shaggy,person,1992,Jamaica,Shaggy.jpg,43
Q13059796,Shah Abdul Karim,person,1916,British Raj,Shah Abdul Karim.jpg,7
Q1771734,Shahram Nazeri,person,1958,Iran,Shahram Nazeri.jpg,19
Q34424,Shakira,person,1990,Spain,"2023-11-16 Gala de los Latin Grammy, 03 (cropped)01.jpg",234
Q1565745,Shakti,group,1975,United Kingdom,JohnMcLaughlan-kl.jpg,10
Q1329167,Shalamar,group,1975,United States,Jwbackstage 83.jpg,13
Q959100,Sham 69,group,1975,United Kingdom,Sham 69.jpg,24
Q131433,Shania Twain,person,1983,Canada,Shania Twain Glaston2024 2806 300624 (33 of 173) (53838111535) (cropped).jpg,73
Q2277022,Shanks & Bigfoot,group,1998,United Kingdom,,3
Q15730804,Shannon,person,2011,United Kingdom,(싹튜브) SAC 방송댄스과 졸업발표회 축하메세지 (샤넌).jpg,15
Q1539810,Shape of Despair,group,1995,Finland,Shape of Despair 2023-10-07 From Dusk Till Doom 1.jpg,15
Q135037603,Sharkey,person,,United States,,0
Q3288013,Sharon Jones & The Dap-Kings,group,1996,United States,Sharon Jones and the Dap Kings - Group Shot by Jacob Blickenstaff.jpg,8
Q7489953,"Sharon, Lois & Bram",group,1978,Canada,,3
Q6554860,Shazza,person,1990,Poland,Shazza.jpg,9
Q20088184,She Past Away,group,2006,Turkey,14-07-26 Amphi She past away 08.jpg,13
Q99386320,Sheff G,person,2016,United States,Sheff G.png,5
Q261489,Sheila,person,1962,France,SHEILA FM.jpg,25
Q250905,Sheila E.,person,1976,United States,Sheila E. 2014.jpg,26
Q200586,Sheryl Crow,person,1986,United States,SherlCrowBourbon220918-37 (40902712813) (cropped).jpg,61
Q126415337,Shimza,person,1984,South Africa,Dj Shimza with Black Coffee Dj.jpg,2
Q490146,Shin Seung Hun,person,1990,South Korea,Shin Seung-hun from acrofan.jpg,15
Q3482190,Shinehead,person,1986,Jamaica,Sound System.jpg,7
Q1530667,Shining,group,1996,Sweden,Kvarforth ghoul.jpg,22
Q7498714,Shirley Caesar,person,1951,United States,Shirley Ceasar 1997.jpg,14
Q528937,Shirley Collins,person,1955,United Kingdom,Shirley-Collins-Norwich-78 (cropped).jpg,15
Q2633283,Shitdisco,group,2003,United Kingdom,Shitdisco.png,8
Q3482391,Shitmat,person,2002,United Kingdom,Shitmat hokaben.jpg,2
Q16019173,Shiyani Ngcobo,person,1989,South Africa,,2
Q3137013,Shizuko Kasagi,person,1927,Japan,Shizuko Kasagi.jpg,11
Q539711,Shobha Gurtu,person,2004,Dominion of India,Shobha gurtu.jpg,16
Q588382,Shocking Blue,group,1967,Netherlands,"Popgroep Shocking Blue gaf persconferentie in verband met succes van plaat Ve, Bestanddeelnr 923-1956.jpg",30
Q837482,Shoukichi Kina,person,1967,Japan,,9
Q1067714,Showtek,group,2001,Netherlands,Showtek Perform1.PNG,24
Q1134411,Shpongle,group,1996,United Kingdom,Simon Posford.jpg,21
Q5851484,Shut Up and Dance,group,1988,United Kingdom,,3
Q720649,Shy FX,person,1992,United Kingdom,Shyfx.jpg,8
Q27817063,Sianvar,group,2013,United States,,2
Q7507373,Sic Alps,group,2004,United States,,2
Q23063230,Sid Hemphill,person,1876,,,3
Q3595120,Siddheshwari Devi,person,1908,Dominion of India,,15
Q313519,Sidney Bechet,person,1908,United States,"(Portrait of Sidney Bechet, New York, N.Y.(?), ca. July 1946) (LOC) (4888659740) (cropped).jpg",40
Q715853,Sidney Samson,person,1999,Kingdom of the Netherlands,Sidney Samson 2013.jpg,18
Q459524,Sieges Even,group,2004,Germany,,7
Q1382642,Sigh,group,1989,Japan,Sigh at Jaxx.jpg,14
Q376062,Sigmar Polke,person,1961,Germany,Sigmar Polke.jpg,41
Q483828,Sigur Rós,group,1994,Iceland,"Sigur Rós at the Orpheum Theatre, San Francisco.jpg",60
Q7514167,Silas Hogan,person,1911,United States,,4
Q2733776,Silencer,group,1995,Sweden,,12
Q5117995,Silk Route,group,1997,India,,3
Q116042025,Silvanno Salles,person,1980,Brazil,,1
Q687866,Silver Apples,group,1967,United States,Silver Apples-8.jpg,14
Q116702131,Silver Bullet,group,,Finland,,0
Q125533,Silver Convention,group,1974,Germany,,17
Q157327,Silverchair,group,1992,Australia,Silverchair.jpg,32
Q638286,Silverstein,group,2000,Canada,Silverstein group shot.jpg,22
Q248353,Silvestre Dangond,person,2001,Colombia,SILVESTRE DANGOND.jpg,5
Q377956,Silvio Rodríguez,person,1967,Cuba,Silvio Rodríguez - Plaza de Mayo - Festival Todos Somos Argentinos-25-may-04-presidencia-govar.jpg,33
Q484918,Simon & Garfunkel,group,1957,United States,Simon and Garfunkel 1968.jpg,70
Q373057,Simon Posford,person,1993,United Kingdom,Simon Posford at Soulclipse.jpg,19
Q339430,Simply Red,group,1984,United Kingdom,Mick Hucknall Bremen 2003.jpeg,38
Q2519623,Simón Díaz,person,1948,Venezuela,Simón Díaz en Boston.jpg,20
Q111058603,Sinden,person,,United Kingdom,,0
Q1647843,Sindo Garay,person,1867,Cuba,Sindo.jpg,12
Q323834,Siouxsie and the Banshees,group,1976,United Kingdom,,49
Q371508,Sippie Wallace,person,1898,United States,Blues is a woman Reitz (cropped-Sippie Wallace).jpg,13
Q1431360,Sir Douglas Quintet,group,1964,United States,Sir Douglas Quintet 1965.jpg,6
Q2563698,Sir Lord Baltimore,group,1968,United States,,10
Q3510184,Sir Shina Peters,person,1958,Nigeria,Shina Peters.jpg,8
Q42291385,Sissy Nobby,person,2002,United States,,2
Q438106,Sister Rosetta Tharpe,person,1919,United States,Sister Rosetta Tharpe (1938 publicity photo - headshot).jpg,34
Q1775216,Siti binti Saad,person,1880,Tanzania,SitiBintiSaad (cropped).jpg,11
Q539833,Sivuca,person,1930,Brazil,Sivuca.png,13
Q2456997,Skazi,group,1998,Israel,Mucuripe skazi.jpg,12
Q292412,Skeeter Davis,person,1931,United States,Skeeter Davis.png,27
Q164446,Skepta,person,2000,United Kingdom,Skepta 2 F.I.B. 2016.jpg,25
Q981397,Skepticism,group,1991,Finland,Hammer of Doom X Würzburg Skepticism 14.jpg,15
Q42224353,Ski Mask the Slump God,person,2014,United States,Ski Mask The Slump God (2018).jpg,26
Q374747,Skillet,group,1996,United States,SkilletRTR.png,42
Q1523075,Skillet Lickers,group,1924,United States,TheSkilletLickers.jpg,5
Q966231,Skinless,group,1992,United States,,12
Q371535,Skinny Puppy,group,1982,Canada,"Skinny Puppy @ The Vic, Chicago 2-21-2014.jpg",26
Q380289,Skip James,person,1931,United States,,28
Q1809773,Skitsystem,group,1994,Sweden,Skitsystem.jpg,9
Q734062,Skream,person,2003,United Kingdom,Skream live.jpg,18
Q19004,Skrillex,person,2004,United States,From First To Last - Emo Nite 2 - PH Carl Pocket (cropped).jpg,58
Q1339778,Skyclad,group,1990,United Kingdom,Skyclad Rockharz 2018 15.jpg,22
Q18158295,Skylar Spence,person,2012,United States,,8
Q646170,Skyy,group,1976,United States,,6
Q7390721,SL2,group,1985,United Kingdom,,6
Q156872,Slade,group,1966,United Kingdom,Slade 18041977 01 400.jpg,41
Q131231,Slayer,group,1981,United States,Hellfest2017Slayer 02.jpg,71
Q1891322,Sleater-Kinney,group,1995,United States,Sleater-Kinney - backstage SXSW 2006 - crop.jpg,23
Q98740205,Sleepy Hallow,person,2017,United States,Sleepy Hallow in 2019.png,9
Q2617421,Sleigh Bells,group,2008,United States,"Sleigh Bells @ Metro, Chicago (10841675175).jpg",12
Q3486668,Slightly Stoopid,group,2016,United States,Slightly Stoopid Live!.jpg,5
Q3486681,Slim Cessna's Auto Club,group,1992,United States,Slim Cessna's Auto Club.jpg,4
Q731231,Slim Harpo,person,1950,United States,,25
Q512592,Slim Thug,person,1998,United States,SlimThug (cropped).jpg,20
Q1928449,Slim Whitman,person,1948,United States,Slim Whitman 1968.JPG,19
Q578979,Slint,group,1986,United States,Slint-1.jpg,29
Q254138,Slipknot,group,1994,United States,Slipknot at Roskilde Festival 2013.jpg,74
Q1502037,Slowdive,group,1989,United Kingdom,Slowdive Primavera.jpg,32
Q1133807,Sly and the Family Stone,group,1967,United States,Sly and the Family Stone (1968 publicity photo).jpg,31
Q7542670,Small Black,group,2009,United States,,2
Q222628,Small Faces,group,1965,United Kingdom,Small Faces (1965).png,31
Q140667207,Smart E's,group,,,,0
Q1201400,Smile.dk,group,1998,Sweden,Smile.dk on Sakura-Con 2009.jpg,18
Q708922,Smiley Lewis,person,1947,United States,,7
Q42211709,Smokepurpp,person,2010,United States,Smokepurpp.jpg,22
Q310332,Smokey Robinson,person,1955,United States,Smokey Robinson 2.jpg,43
Q55955701,Snail's House,person,2012,Japan,,4
Q705689,Snap!,group,1989,Germany,Snap! 2017.jpg,26
Q7547407,Snarky Puppy,group,2004,United States,Snarkypuppy-photo-michalgarcia.jpg,20
Q1754009,Sneaker Pimps,group,1994,United Kingdom,,16
Q7547506,Sneaky Feelings,group,1981,New Zealand,,4
Q2468145,Snooks Eaglin,person,1936,United States,SnooksEaglin2006.jpg,11
Q6096,Snoop Dogg,person,1991,United States,Snoop Dogg 2019 by Glenn Francis.jpg,98
Q188407,Snow Patrol,group,1994,Scotland,Snow Patrol Band.jpg,57
Q1668351,So Solid Crew,group,1998,United Kingdom,,6
Q464204,Sofia Jannok,person,1993,Sweden,Sofia Jannok EM1B1384 (35112111676).jpg,24
Q43137,Sofia Rotaru,person,1968,Soviet Union,Софія Ротару (cropped).jpg,78
Q1329303,Soft Cell,group,1980,United Kingdom,Soft Cell (1983 Sire publicity photo) 02.jpg,25
Q729505,Soft Machine,group,1966,United Kingdom,Soft Machine Cosmopolite 2018 (211402).jpg,35
Q257615,Soilwork,group,1996,Sweden,Soilwork Rockharz 2016 11.jpg,37
Q1971254,Sol Invictus,group,1987,United Kingdom,Sol Invictus Live.jpg,11
Q3964188,Solange,person,1952,Italy,,2
Q2658292,Solar Fields,person,2001,Sweden,Solar Fields.jpg,12
Q457652,Solarstone,person,1989,United Kingdom,,10
Q27817130,Solid Space,group,1980,United Kingdom,,1
Q2139942,Solitude Aeturnus,group,1987,United States,,12
Q49888,Solomon Burke,person,1955,United States,Solomon Burke.jpg,41
Q775883,Solomon Linda,person,1931,South Africa,Solomon-linda.jpg,19
Q109312907,Solstice,person,1994,Spain,Solstice Medusa 2019.jpg,1
Q1543137,Something Corporate,group,1998,United States,Socojg.jpg,15
Q7560616,Son de Madera,group,,,,3
Q352999,Son House,person,1930,United States,Son House.jpg,34
Q1424828,Son Volt,group,1994,United States,Son Volt.jpg,7
Q773793,Sona Jobarteh,person,1987,United Kingdom,Aid for Trade Global Review 2017 – Day 1 Sona Jobarteh tuning kora.jpg,24
Q625547,Song Dae Kwan,person,1946,South Korea,Song Dae-Kwan.jpg,7
Q188626,Sonic Youth,group,1981,United States,Sonic Youth 2009.05.30 001.jpg,59
Q7562018,Sonny Chillingworth,person,1932,United States,,2
Q299208,Sonny Rollins,person,1947,Algérien,SonnyRollins.jpg,48
Q59149232,Sonny Terry & Brownie McGhee,group,,United States,,0
Q2414335,Sons of the Pioneers,group,1933,United States,,5
Q18161827,Sophie,person,2008,United Kingdom,Sophie YOLA DÍA 2019 2 (cropped).jpg,36
Q152520,Sophie Tucker,person,1886,United States,SophieTucker1917.jpg,29
Q545686,Sopor Aeternus & the Ensemble of Shadows,group,1988,Germany,,22
Q7563397,Sore Throat,group,1987,United Kingdom,,3
Q2801238,Sorriso Maroto,group,1997,Brazil,Expo 012.jpg,5
Q1395666,Sotiria Bellou,person,1941,Greece,,17
Q977786,Soul II Soul,group,1988,United Kingdom,"Soul II Soul feat MC Chickaboo, Lambeth Country Show 2010, Brockwell Park (4803779361).jpg",14
Q313080,Soulja Boy,person,2004,United States,Soulja Boy Tell 'Em on YouTube Live.jpg,35
Q3491728,Soum Bill,person,1972,Ivory Coast,,5
Q65169266,Sound Rush,group,2014,Netherlands,Sound Rush 04.jpg,4
Q3307281,Sound Tribe Sector Nine,group,1998,United States,STS9.jpg,4
Q174817,Soundgarden,group,1984,United States,Soundgarden Chicago.jpg,65
Q11313608,Sousa Band,group,,,,1
Q3080711,South Park Mexican,person,1994,United States,,8
Q1378545,Southern All Stars,group,1974,Japan,,16
Q4049828,Southern Death Cult,group,1981,United Kingdom,,5
Q11950306,Soweto,group,,Vila de Gràcia,,1
Q2306265,SpaceGhostPurrp,person,2008,United States,Spaceghostpurrp.png,13
Q1191761,Spacemen 3,group,1982,United Kingdom,Spacemen 3.jpg,15
Q366469,Spade Cooley,person,1910,United States,Spade Cooley Billboard alt.jpg,7
Q16011,Spandau Ballet,group,1979,United Kingdom,"Spandau Ballet ""True"" (1983 Chrysalis publicity photo).jpg",39
Q1344131,Sparks,group,1971,United States,SparksRoughTrade080917-10.jpg,28
Q5554341,Spazz,group,1992,United States,,6
Q66054,Special D.,person,2003,Germany,Special d.jpg,8
Q7575024,Specimen,group,1980,United Kingdom,,7
Q705015,Speedy J,person,1969,Kingdom of the Netherlands,Speedy J (Seattle 2006).jpg,6
Q1277055,Spice 1,person,1988,United States,,10
Q622636,Spike Jones,person,1937,Japan,Spike Jones Billboard 2.jpg,21
Q1432107,Spiral Tribe,group,,United Kingdom,,7
Q1144015,Spiritualized,group,1990,United Kingdom,Spiritualized08.jpg,20
Q1788002,SPK,group,1978,Australia,,12
Q538465,Spliff,group,,Germany,,7
Q2311993,Spokes Mashiyane,person,1933,South Africa,,3
Q2312109,Spontaneous Music Ensemble,group,1960,United Kingdom,Sme1.jpg,4
Q3966988,Spoonie Gee,person,1975,United States,,8
Q1892509,Spyro Gyra,group,1974,United States,Spyro Gyra - jazz band.JPG,12
Q18690241,Squaremeat,group,,Finland,,1
Q553861,Squarepusher,person,1992,United Kingdom,2012 Squarepusher @ Royale Bostno (8148077592).jpg,23
Q1817585,Squirrel Nut Zippers,group,1993,United States,Squirrel Nut Zippers 2008 San Francisco.jpg,10
Q612068,St Germain,person,1995,France,,14
Q238795,St. Vincent,person,2004,United States,St. Vincent 10 29 2018 -42 (46003066152) (cropped 2).jpg,36
Q939556,Stabbing Westward,group,1985,United States,Stabbing Westward.jpg,10
Q502142,Stahlmann,group,2008,Germany,Stahlmann Rockharz 2026 15.jpg,10
Q266496,Staind,group,1995,United States,Staind live 2021.jpg,35
Q30587,Stan Getz,person,1943,United States,Getz&BakerSandvika1983a.jpg,50
Q3496491,Stan Hugill,person,1950,United Kingdom,,4
Q315780,Stan Kenton,person,1930,United States,Stan Kenton 2.JPG,29
Q3496799,Stanley Beckford,person,1942,Jamaica,Stanley Beckford.jpg,8
Q7600283,Stanton Warriors,group,,United Kingdom,,3
Q7600720,Star Fucking Hipsters,group,2005,United States,,3
Q104821968,Starlight,group,,,,4
Q912800,Stars of the Lid,group,1993,United States,Stars of the Lid.jpg,7
Q1051417,Starsailor,group,2000,United Kingdom,Starsailor in Rock in Rio 2006.JPG,19
Q491892,Static-X,group,1994,United States,Static X.JPG,35
Q322265,Status Quo,group,1962,United Kingdom,Status quo 2005.jpg,47
Q1347993,Stavros Xarchakos,person,1939,Greece,,11
Q4167927,Steam Powered Giraffe,group,2008,United States,2020SPGRobotsPromo.jpg,8
Q179652,Steel Panther,group,2000,United States,20180804 Wacken Wacken Open air Steel Panther 0073.jpg,20
Q1542680,Steel Pulse,group,1975,United Kingdom,Ruhr Reggae Summer 2017 MH Steel Pulse 05.jpg,18
Q1413921,Steeleye Span,group,1969,United Kingdom,Steeleye Span - Fairport's Cropredy Convention 2006 (1).jpg,17
Q852435,Steely Dan,group,1972,United States,Steely Dan - Donald Fagen - Luzern 2007.jpg,39
Q106395,Stefan Mross,person,1975,Germany,Stefan Mross 2025.jpg,6
Q548168,Stefanie Hertel,person,1979,Germany,Stefanie Hertel - 2025271 123420 2025-09-28 ZDF-Fernsehgarten - Sven - 5DS R - 0028 - 5DSR3833.jpg,11
Q737903,Stelios Kazantzidis,person,1952,Greece,Stelios Kazantzidis.png,16
Q75361,Stephan Bodzin,person,1969,Germany,Stephan Bodzin 2009 by Tim.jpg,7
Q305202,Stephen Foster,person,1844,United States,Stephen Foster.jpg,39
Q334652,Stereolab,group,1990,United Kingdom,Stereolab (1994).jpg,25
Q524953,Steve Coleman,person,1956,United States,Steve Coleman 1611.JPG,16
Q781634,Steve Earle,person,1973,United States,20180705-Rudolstadt-Festival-Steve Earle-and-the-Dukes-4821.jpg,26
Q1388088,Steve Hurley,person,1983,United States,"Steve ""Silk"" Hurley.jpg",7
Q262791,Steve Reich,person,1963,United States,"Steve Reich, composer, cropped.jpg",45
Q3499085,Steve Riley and the Mamou Playboys,group,1988,United States,Steverileyandthemamouplayboys.jpg,4
Q714470,Steve Roach,person,1982,United States,"Steve Roach, Tucson (bright).jpg",18
Q7613783,Steve Roden,person,1985,United States,,3
Q2000598,Steven Curtis Chapman,person,1987,United States,Steven Curtis Chapman.jpg,18
Q3512059,Steven Halpern,person,1945,United States,Steven-Halpern 2012-12-07.jpg,4
Q1333817,Stevie B,person,1987,United States,,13
Q202937,Stevie Ray Vaughan,person,1965,United States,Stevie Ray Vaughan Live 1983.jpg,60
Q714,Stevie Wonder,person,1961,Ghana,Stevie Wonder 1994.jpg,99
Q19881943,Stolas,group,2011,United States,,3
Q3106906,StoneBridge,person,1961,Sweden,,7
Q7619416,Stoney LaRue,person,2002,United States,Stoney LaRue (4).jpg,4
Q519031,Stormtroopers of Death,group,1985,United States,Anthrax-Rock im Park 2014 by 2eight DSC8216.jpg,22
Q20055659,Stormzy,person,2010,United Kingdom,Stormzy - Openair Frauenfeld 2019 03.jpg,28
Q7621157,Straitjacket Fits,group,1986,New Zealand,Straitjacket Fits 1991.jpg,4
Q1345932,Strapping Young Lad,group,1994,Canada,StrappingYoungLad.jpg,24
Q7622239,Stratos Dionysiou,person,1935,Greece,,6
Q201207,Stratovarius,group,1984,Finland,Stratovarius - Wacken Open Air 2022 04.jpg,47
Q1161663,Stray Cats,group,1980,United States,Stray Cats.jpg,23
